course_id,course_number,current_title,current_period_count,suggested_period_count,confidence,candidate_1,candidate_2,candidate_3,coi_snippet,notes
328a5007-0971-48ab-9bca-6ffacb806d6e,Phy Ed 490,Rated Physical Readiness,,1,low,English 490 | Capstone Colloquium | 3(1),MSS 490 | Strategy in Asia and the Pacific | 3(1),Mech Engr 490 | Automotive Systems Analysis for the Engineer | 3(1),"cs, readings in narrative and poetic technique, the philosophical underpinnings of art, and interdisciplinary influences on literary forms. Genres studied may include the novel (historical, sentimental, Gothic, picaresque, realist, modernist, postmodern), poetry (epic, lyric, ballad, confessional), drama (Classical,",review suggested_period_count against COI
47fdb409-e690-4ab7-976c-e3ec2976b3bd,Phy Ed 491,Close Quarters Battle Combatives,,2,low,Chem 491 | Biochemistry Laboratory | 4(2),For Ar Stu 491 | Culture and the Military Profession | 3(1),Geo 491 | Capstone Seminar in Geospatial Science: Military Geography | 3(1),"Topics include ultraviolet, visible, infrared absorption, Raman and emission spectroscopies; mass spectrometry, nuclear magnetic resonance and electron paramagnetic resonance spectroscopy; chromatography; thermal methods, and other methods as appropriate. Applied numeric methods will also be discussed, with an empha",review suggested_period_count against COI
8eabffbd-6693-4fc7-b7c7-4930327558ff,Phy Ed 495,Special Topics Advanced Warfighter Capstone,,1,medium,Aero Engr 495 | Special Topics | 3(1),Astr Engr 495 | Special Topics | 3(1),Beh Sci 495 | Special Topics | 3(1),"solution techniques applied to incompressible, compressible, transonic, and supersonic flight regimes over airfoils, wings, and bodies. Introduction to hypersonic aerodynamics. Techniques include those historically used in incompressible flow up to and including state-of-the-art supersonic solutions using high s",review suggested_period_count against COI
1687188f-d9cf-4b5e-b88e-d028d4895a22,Phy Ed 816,Intercollegiate Phy Ed Time,,,none,,,,,review suggested_period_count against COI
993a331e-1338-41e5-93dd-9091eedccdc4,Phy Ed 826,Intercollegiate Phy Ed Time,,,none,,,,,review suggested_period_count against COI
f38654f3-0a1d-4e3a-96cb-449d6dc40cc8,Phy Ed 916,Intercollegiate Practice Time,,,none,,,,,review suggested_period_count against COI
02808c6b-4945-4249-916e-e8c369186b11,Phy Ed 926,Intercollegiate Practice Time,,,none,,,,,review suggested_period_count against COI
97c05850-9987-49dc-9e78-5fc7db00cc5d,Pol Sci 482,The U.S. Supreme Court,,2,low,Aero Engr 482 | Aircraft Design | 3(2),Chem 482 | Biochemistry II | 3(1),Econ 482 | Applied Economic Research Capstone II | 3(1),"trol system design project. Final exam. Prereq: Aero Engr 351 and Math 245. Sem hrs: 3 spring. Aero Engr 361. Propulsion I. 3(1). Introduction to Brayton and jet engine cycles. Application of aero-thermodynamics to aircraft jet engines and major engine components. Overview of the design, performance, an",review suggested_period_count against COI
943907fc-c462-413b-bc7b-a45212a292a7,Portuguese 365,Portuguese Civilization and Culture,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
6a521ecb-2736-42c1-be69-a3ea8ff1d029,Read Strt 104,Reading Enhancement for International Cadets,,,none,,,,,review suggested_period_count against COI
a9cb6454-91b2-4f06-ab93-da8a69068612,Read Strt 201,Reading Enhancement,,3,low,Armnshp 201 | Powered Flight Fundamentals | 0(3),Astr Engr 201 | Technology Skills for Astronautics | 1(1),Econ 201 | Introduction to Economics | 3.5(1),"gr 447. Advanced Applied Aerodynamics. 3(1). Advanced topics in steady and unsteady aerodynamics in all speed ranges are considered for study by analytical, experimental and computational methods. Final exam or final project. Coreq: Aero Engr 442. Sem hrs: 3 spring. Aero Engr 456. Flight Test Techniques. 3(2). F",review suggested_period_count against COI
577b565f-180e-4229-a1c2-b047487cf57c,Read Strt 204,Reading Enhancement for Semester-Exchange International Cadets,,,none,,,,,review suggested_period_count against COI
86bce790-7d6e-4bff-9740-b2047c5fb35c,Russian 365,Russian Civilization and Culture,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
d7bceb3f-6788-41d9-8233-29059b76f36a,Spanish 365,Spanish Civilization and Culture,,1,low,Beh Sci 365 | Sociological Theory | 3(1),Biology 365 | Synthetic Biology and Biotechnology Seminar I | 1.5(1),Econ 365 | Econometrics I | 3(1),"erstand the nature and causes of individual behavior in social situations. In other words, social psychology explains how the average person reacts to various social pressures. Topics covered include social perception, attitudes, prejudice and discrimination, interpersonal attraction, social influence, prosocial be",review suggested_period_count against COI
9bcec067-12c6-4229-b911-028855d3a9b8,Sys Engr 356,UAS Flight Test Techniques,,1,low,Civ Engr 356 | Introduction to Sustainability | 3(1),Math 356 | Probability and Statistics for Scientists and Engineers | 3(1),Physics 356 | Computational Physics | 3(1),"physical properties; polymer structure; methods of polymerization; polymer development; and Air Force applications for polymers. Laboratories provide hands-on experience in synthesis of polymeric materials. Final exam or final project. Prereq: Chem 234, Chem 243, and Chem 335 or DFCH approval. Sem hrs: 3 spring of even-num",review suggested_period_count against COI
4145c8a8-b990-4ae7-b81e-c62a55f8ee4c,Sys Engr 491,Systems Engineering Capstone Design I,,2,medium,Mech Engr 491 | Capstone Design Project I | 3(2),Geo 491 | Capstone Seminar in Geospatial Science: Military Geography | 3(1),Pol Sci 491 | Capstone Seminar in Political Science: National Security and Political Analysis | 3(2),"3D modeling, 3D printing, CNC machining, reverse engineering, and digital twin design. These topics provide a survey of the latest ""Air Force Standard"" in manufacturing capabilities affecting all current and next generation weapons systems. No homework or outside preparation required. Prereq: ME 205. Pass/fail. Sem hrs: 1 s",review suggested_period_count against COI
6575a8e2-6cb7-49b7-a0b8-7feeb1494438,Sys Engr 492,Systems Engineering Capstone Design II,,2,medium,Mech Engr 492 | Capstone Design Project II | 3(2),Mil Tng 492 | Military & Strategic Studies Application Laboratories | 0(0),,"n introduction to mechanical vibrations of simple systems. Topics include kinematics in 2- and 3-dimensions using Cartesian, path, and polar coordinates; kinetics using force-massacceleration, work-energy, and impulse-momentum methods; introduction to single degree of freedom vibration. Methods emphasize vector solutions.",review suggested_period_count against COI
